# Model of Tennessen et al, including pop size of 14474 between ancestral population size and OOA migration
14600
0	1024511
1	1004915
2	985694
3	966841
4	948348
5	930209
6	912417
7	894965
8	877847
9	861056
10	844587
11	828433
12	812587
13	797045
14	781800
15	766846
16	752179
17	737792
18	723680
19	709838
20	696261
21	682944
22	669881
23	657068
24	644500
25	632173
26	620081
27	608221
28	596587
29	585177
30	573984
31	563005
32	552237
33	541674
34	531313
35	521151
36	511183
37	501405
38	491815
39	482408
40	473181
41	464130
42	455253
43	446545
44	438004
45	429627
46	421409
47	413349
48	405443
49	397688
50	390081
51	382620
52	375302
53	368123
54	361082
55	354176
56	347401
57	340757
58	334239
59	327846
60	321575
61	315424
62	309391
63	303473
64	297669
65	291975
66	286391
67	280913
68	275540
69	270270
70	265100
71	260030
72	255056
73	250178
74	245392
75	240699
76	236095
77	231579
78	227150
79	222805
80	218543
81	214363
82	210263
83	206241
84	202297
85	198427
86	194632
87	190909
88	187258
89	183676
90	180163
91	176717
92	173337
93	170021
94	166769
95	163579
96	160451
97	157382
98	154371
99	151419
100	148523
101	145682
102	142895
103	140162
104	137481
105	134852
106	132272
107	129742
108	127261
109	124827
110	122439
111	120097
112	117800
113	115547
114	113337
115	111169
116	109043
117	106957
118	104911
119	102905
120	100936
121	99006
122	97112
123	95254
124	93433
125	91645
126	89893
127	88173
128	86487
129	84832
130	83210
131	81618
132	80057
133	78526
134	77024
135	75551
136	74106
137	72688
138	71298
139	69934
140	68596
141	67284
142	65997
143	64735
144	63497
145	62282
146	61091
147	59923
148	58776
149	57652
150	56549
151	55468
152	54407
153	53366
154	52345
155	51344
156	50362
157	49399
158	48454
159	47527
160	46618
161	45727
162	44852
163	43994
164	43153
165	42327
166	41518
167	40723
168	39944
169	39180
170	38431
171	37696
172	36975
173	36268
174	35574
175	34894
176	34226
177	33571
178	32929
179	32300
180	31682
181	31076
182	30481
183	29898
184	29326
185	28765
186	28215
187	27676
188	27146
189	26627
190	26118
191	25618
192	25128
193	24647
194	24176
195	23714
196	23260
197	22815
198	22379
199	21951
200	21531
201	21119
202	20715
203	20319
204	19930
205	19869
206	19808
207	19748
208	19687
209	19627
210	19567
211	19507
212	19447
213	19388
214	19329
215	19269
216	19210
217	19152
218	19093
219	19035
220	18976
221	18918
222	18860
223	18803
224	18745
225	18688
226	18630
227	18573
228	18517
229	18460
230	18403
231	18347
232	18291
233	18235
234	18179
235	18123
236	18068
237	18013
238	17958
239	17903
240	17848
241	17793
242	17739
243	17684
244	17630
245	17576
246	17523
247	17469
248	17415
249	17362
250	17309
251	17256
252	17203
253	17151
254	17098
255	17046
256	16994
257	16942
258	16890
259	16838
260	16786
261	16735
262	16684
263	16633
264	16582
265	16531
266	16481
267	16430
268	16380
269	16330
270	16280
271	16230
272	16180
273	16131
274	16081
275	16032
276	15983
277	15934
278	15885
279	15837
280	15788
281	15740
282	15692
283	15644
284	15596
285	15548
286	15501
287	15453
288	15406
289	15359
290	15312
291	15265
292	15218
293	15171
294	15125
295	15079
296	15033
297	14987
298	14941
299	14895
300	14849
301	14804
302	14759
303	14713
304	14668
305	14624
306	14579
307	14534
308	14490
309	14445
310	14401
311	14357
312	14313
313	14269
314	14226
315	14182
316	14139
317	14095
318	14052
319	14009
320	13966
321	13924
322	13881
323	13838
324	13796
325	13754
326	13712
327	13670
328	13628
329	13586
330	13545
331	13503
332	13462
333	13421
334	13380
335	13339
336	13298
337	13257
338	13217
339	13176
340	13136
341	13096
342	13056
343	13016
344	12976
345	12936
346	12896
347	12857
348	12818
349	12778
350	12739
351	12700
352	12661
353	12623
354	12584
355	12545
356	12507
357	12469
358	12431
359	12393
360	12355
361	12317
362	12279
363	12242
364	12204
365	12167
366	12130
367	12092
368	12055
369	12018
370	11982
371	11945
372	11908
373	11872
374	11836
375	11799
376	11763
377	11727
378	11691
379	11656
380	11620
381	11584
382	11549
383	11514
384	11478
385	11443
386	11408
387	11373
388	11338
389	11304
390	11269
391	11235
392	11200
393	11166
394	11132
395	11098
396	11064
397	11030
398	10996
399	10963
400	10929
401	10896
402	10862
403	10829
404	10796
405	10763
406	10730
407	10697
408	10664
409	10632
410	10599
411	10567
412	10534
413	10502
414	10470
415	10438
416	10406
417	10374
418	10342
419	10311
420	10279
421	10248
422	10216
423	10185
424	10154
425	10123
426	10092
427	10061
428	10030
429	9999
430	9969
431	9938
432	9908
433	9877
434	9847
435	9817
436	9787
437	9757
438	9727
439	9697
440	9668
441	9638
442	9609
443	9579
444	9550
445	9521
446	9492
447	9463
448	9434
449	9405
450	9376
451	9347
452	9319
453	9290
454	9262
455	9233
456	9205
457	9177
458	9149
459	9121
460	9093
461	9065
462	9037
463	9010
464	8982
465	8955
466	8927
467	8900
468	8873
469	8845
470	8818
471	8791
472	8764
473	8738
474	8711
475	8684
476	8658
477	8631
478	8605
479	8578
480	8552
481	8526
482	8500
483	8474
484	8448
485	8422
486	8396
487	8371
488	8345
489	8319
490	8294
491	8269
492	8243
493	8218
494	8193
495	8168
496	8143
497	8118
498	8093
499	8068
500	8044
501	8019
502	7994
503	7970
504	7946
505	7921
506	7897
507	7873
508	7849
509	7825
510	7801
511	7777
512	7753
513	7729
514	7706
515	7682
516	7659
517	7635
518	7612
519	7588
520	7565
521	7542
522	7519
523	7496
524	7473
525	7450
526	7427
527	7405
528	7382
529	7359
530	7337
531	7314
532	7292
533	7270
534	7247
535	7225
536	7203
537	7181
538	7159
539	7137
540	7115
541	7094
542	7072
543	7050
544	7029
545	7007
546	6986
547	6964
548	6943
549	6922
550	6901
551	6879
552	6858
553	6837
554	6816
555	6796
556	6775
557	6754
558	6733
559	6713
560	6692
561	6672
562	6651
563	6631
564	6611
565	6590
566	6570
567	6550
568	6530
569	6510
570	6490
571	6470
572	6450
573	6431
574	6411
575	6391
576	6372
577	6352
578	6333
579	6314
580	6294
581	6275
582	6256
583	6237
584	6217
585	6198
586	6179
587	6161
588	6142
589	6123
590	6104
591	6085
592	6067
593	6048
594	6030
595	6011
596	5993
597	5975
598	5956
599	5938
600	5920
601	5902
602	5884
603	5866
604	5848
605	5830
606	5812
607	5794
608	5776
609	5759
610	5741
611	5724
612	5706
613	5689
614	5671
615	5654
616	5637
617	5619
618	5602
619	5585
620	5568
621	5551
622	5534
623	5517
624	5500
625	5483
626	5466
627	5450
628	5433
629	5416
630	5400
631	5383
632	5367
633	5350
634	5334
635	5318
636	5301
637	5285
638	5269
639	5253
640	5237
641	5221
642	5205
643	5189
644	5173
645	5157
646	5141
647	5126
648	5110
649	5094
650	5079
651	5063
652	5048
653	5032
654	5017
655	5001
656	4986
657	4971
658	4956
659	4940
660	4925
661	4910
662	4895
663	4880
664	4865
665	4850
666	4836
667	4821
668	4806
669	4791
670	4777
671	4762
672	4747
673	4733
674	4718
675	4704
676	4690
677	4675
678	4661
679	4647
680	4632
681	4618
682	4604
683	4590
684	4576
685	4562
686	4548
687	4534
688	4520
689	4506
690	4493
691	4479
692	4465
693	4451
694	4438
695	4424
696	4411
697	4397
698	4384
699	4370
700	4357
701	4344
702	4330
703	4317
704	4304
705	4291
706	4277
707	4264
708	4251
709	4238
710	4225
711	4212
712	4200
713	4187
714	4174
715	4161
716	4148
717	4136
718	4123
719	4110
720	4098
721	4085
722	4073
723	4060
724	4048
725	4035
726	4023
727	4011
728	3998
729	3986
730	3974
731	3962
732	3950
733	3938
734	3926
735	3914
736	3902
737	3890
738	3878
739	3866
740	3854
741	3842
742	3831
743	3819
744	3807
745	3795
746	3784
747	3772
748	3761
749	3749
750	3738
751	3726
752	3715
753	3703
754	3692
755	3681
756	3670
757	3658
758	3647
759	3636
760	3625
761	3614
762	3603
763	3592
764	3581
765	3570
766	3559
767	3548
768	3537
769	3526
770	3515
771	3505
772	3494
773	3483
774	3473
775	3462
776	3451
777	3441
778	3430
779	3420
780	3409
781	3399
782	3388
783	3378
784	3368
785	3357
786	3347
787	3337
788	3327
789	3317
790	3306
791	3296
792	3286
