# Model of Gravel et al, including ancient events
14600
471	11331
472	11288
473	11246
474	11203
475	11161
476	11118
477	11076
478	11034
479	10993
480	10951
481	10910
482	10868
483	10827
484	10786
485	10745
486	10705
487	10664
488	10624
489	10583
490	10543
491	10504
492	10464
493	10424
494	10385
495	10345
496	10306
497	10267
498	10228
499	10190
500	10151
501	10113
502	10074
503	10036
504	9998
505	9960
506	9923
507	9885
508	9848
509	9810
510	9773
511	9736
512	9699
513	9663
514	9626
515	9590
516	9553
517	9517
518	9481
519	9445
520	9409
521	9374
522	9338
523	9303
524	9268
525	9233
526	9198
527	9163
528	9128
529	9094
530	9059
531	9025
532	8991
533	8957
534	8923
535	8889
536	8855
537	8822
538	8788
539	8755
540	8722
541	8689
542	8656
543	8623
544	8591
545	8558
546	8526
547	8493
548	8461
549	8429
550	8397
551	8366
552	8334
553	8302
554	8271
555	8240
556	8208
557	8177
558	8146
559	8116
560	8085
561	8054
562	8024
563	7993
564	7963
565	7933
566	7903
567	7873
568	7843
569	7814
570	7784
571	7754
572	7725
573	7696
574	7667
575	7638
576	7609
577	7580
578	7551
579	7523
580	7494
581	7466
582	7438
583	7409
584	7381
585	7353
586	7326
587	7298
588	7270
589	7243
590	7215
591	7188
592	7161
593	7134
594	7107
595	7080
596	7053
597	7026
598	7000
599	6973
600	6947
601	6920
602	6894
603	6868
604	6842
605	6816
606	6790
607	6765
608	6739
609	6714
610	6688
611	6663
612	6638
613	6612
614	6587
615	6563
616	6538
617	6513
618	6488
619	6464
620	6439
621	6415
622	6391
623	6366
624	6342
625	6318
626	6294
627	6270
628	6247
629	6223
630	6200
631	6176
632	6153
633	6129
634	6106
635	6083
636	6060
637	6037
638	6014
639	5991
640	5969
641	5946
642	5924
643	5901
644	5879
645	5857
646	5834
647	5812
648	5790
649	5768
650	5747
651	5725
652	5703
653	5682
654	5660
655	5639
656	5617
657	5596
658	5575
659	5554
660	5533
661	5512
662	5491
663	5470
664	5449
665	5429
666	5408
667	5388
668	5367
669	5347
670	5327
671	5307
672	5287
673	5267
674	5247
675	5227
676	5207
677	5187
678	5168
679	5148
680	5129
681	5109
682	5090
683	5071
684	5051
685	5032
686	5013
687	4994
688	4975
689	4956
690	4938
691	4919
692	4900
693	4882
694	4863
695	4845
696	4827
697	4808
698	4790
699	4772
700	4754
701	4736
702	4718
703	4700
704	4682
705	4665
706	4647
707	4629
708	4612
709	4594
710	4577
711	4560
712	4542
713	4525
714	4508
715	4491
716	4474
717	4457
718	4440
719	4423
720	4407
721	4390
722	4373
723	4357
724	4340
725	4324
726	4307
727	4291
728	4275
729	4259
730	4243
731	4226
732	4210
733	4195
734	4179
735	4163
736	4147
737	4131
738	4116
739	4100
740	4085
741	4069
742	4054
743	4038
744	4023
745	4008
746	3993
747	3978
748	3963
749	3948
750	3933
751	3918
752	3903
753	3888
754	3873
755	3859
756	3844
757	3830
758	3815
759	3801
760	3786
761	3772
762	3758
763	3743
764	3729
765	3715
766	3701
767	3687
768	3673
769	3659
770	3645
771	3631
772	3618
773	3604
774	3590
775	3577
776	3563
777	3550
778	3536
779	3523
780	3510
781	3496
782	3483
783	3470
784	3457
785	3444
786	3431
787	3418
788	3405
789	3392
790	3379
791	3366
792	3353
793	3341
794	3328
795	3315
796	3303
797	3290
798	3278
799	3266
800	3253
801	3241
802	3229
803	3216
804	3204
805	3192
806	3180
807	3168
808	3156
809	3144
810	3132
811	3120
812	3108
813	3097
814	3085
815	3073
816	3062
817	3050
818	3038
819	3027
820	3015
821	3004
822	2993
823	2981
824	2970
825	2959
826	2948
827	2936
828	2925
829	2914
830	2903
831	2892
832	2881
833	2870
834	2860
835	2849
836	2838
837	2827
838	2816
839	2806
840	2795
841	2785
842	2774
843	2764
844	2753
845	2743
846	2732
847	2722
848	2712
849	2701
850	2691
851	2681
852	2671
853	2661
854	2651
855	2641
856	2631
857	2621
858	2611
859	2601
860	2591
861	2581
862	2571
863	2562
864	2552
865	2542
866	2533
867	2523
868	2513
869	2504
870	2494
871	2485
872	2476
873	2466
874	2457
875	2448
876	2438
877	2429
878	2420
879	2411
880	2402
881	2393
882	2383
883	2374
884	2365
885	2357
886	2348
887	2339
888	2330
889	2321
890	2312
891	2303
892	2295
893	2286
894	2277
895	2269
896	2260
897	2252
898	2243
899	2235
900	2226
901	2218
902	2209
903	2201
904	2193
905	2184
906	2176
907	2168
908	2160
909	2151
910	2143
911	2135
912	2127
913	2119
914	2111
915	2103
916	2095
917	2087
918	2079
919	2071
920	2064
2040	3722
5920	28948
